I_mean,Q_mean,I_var,Q_var,I_sd,Q_sd,I_power,Q_power,IQ_power,IQ_mean,IQ_sd,SNR,Modulation
-0.3610575,0.5872481,0.38961735,0.6131511,0.6241934,0.7830396,0.51997983,0.9580113,1.4779912,1.0573894,0.59993243,0,0
-0.6323817,-0.25657815,0.6071253,0.37507054,0.77918243,0.61243004,1.0070319,0.4409029,1.4479349,1.0593269,0.57075506,0,0
-0.38496596,-0.6077994,0.41580826,0.5565307,0.64483196,0.7460099,0.56400704,0.92595077,1.4899578,1.0722597,0.5832811,0,0
0.41808134,-0.48978734,0.45860288,0.5148499,0.6772022,0.7175304,0.6333949,0.75474155,1.3881364,1.0258137,0.5795195,0,0
0.55899155,0.35870254,0.59508884,0.41759145,0.77142,0.6462132,0.90756035,0.5462589,1.4538193,1.0485142,0.5953463,0,0
0.23863211,-0.7523109,0.34660435,0.6600352,0.5887311,0.8124255,0.40354964,1.226007,1.6295564,1.1221871,0.60848397,0,0
0.24639566,-0.6702576,0.30091417,0.70341563,0.54855645,0.83869874,0.36162502,1.1526608,1.5142858,1.0647693,0.6168892,0,0
0.9538803,-0.026940705,0.7564721,0.18463579,0.8697541,0.42969266,1.6663597,0.18536161,1.8517213,1.1862173,0.6667908,2,0
0.53074944,0.56729543,0.47385484,0.54114974,0.6883711,0.7356288,0.7555498,0.8629738,1.6185237,1.0773754,0.67659885,2,0
-0.36518878,-0.7264335,0.30530548,0.66476333,0.55254453,0.8153302,0.43866837,1.1924689,1.6311374,1.0858788,0.6723127,2,0
-0.39618534,0.91978353,0.29414588,0.720238,0.5423522,0.84866834,0.4511087,1.5662398,2.0173485,1.2417734,0.68945444,2,0
-0.30762243,0.9485183,0.18123779,0.81782556,0.4257203,0.9043371,0.27586934,1.7175124,1.9933817,1.1870611,0.76437414,4,0
-0.6770577,-0.68841887,0.48667446,0.50426006,0.6976206,0.7101127,0.94508153,0.97818065,1.9232621,1.1792438,0.72982603,4,0
-0.12227838,0.8688881,0.108546495,0.81683636,0.32946396,0.90379,0.1234985,1.5718029,1.6953013,1.0756716,0.73364294,4,0
-0.775468,0.69279504,0.51524454,0.45315683,0.7178054,0.67316926,1.116595,0.9331219,2.049717,1.2099369,0.765356,4,0
0.8868304,0.23713519,0.87349963,0.1425128,0.93461204,0.37750867,1.6599678,0.19874588,1.8587137,1.1409514,0.7462866,4,0
0.8381591,-0.8583293,0.4487565,0.4874907,0.6698929,0.69820535,1.1512672,1.2242198,2.3754869,1.3457282,0.7513339,4,0
0.9131514,0.096349046,0.8329954,0.10446656,0.9126858,0.32321286,1.666841,0.1137497,1.7805907,1.1189063,0.72707605,4,0
-0.87889975,-0.44415992,0.7702053,0.2290838,0.8776134,0.478627,1.5426702,0.42636186,1.9690318,1.143079,0.81388104,6,0
-0.79266727,0.4725382,0.722676,0.28101373,0.8501035,0.53010726,1.3509974,0.5043061,1.8553035,1.0839145,0.82488346,6,0
0.42279077,-0.97072273,0.19744602,0.77281404,0.444349,0.8790984,0.3761981,1.7151167,2.0913148,1.1857505,0.8278349,6,0
0.91978145,0.49991173,0.7226318,0.24688564,0.8500775,0.49687588,1.5686297,0.49679735,2.065427,1.1792506,0.8214592,6,0
0.98321265,-0.24363837,0.8612459,0.09977793,0.92803335,0.31587645,1.827953,0.15913758,1.9870906,1.1635115,0.79582113,6,0
-0.83509356,0.38880113,0.77955574,0.20881428,0.88292456,0.45696202,1.476937,0.35998058,1.8369176,1.0762366,0.82379144,6,0
1.0247955,-0.45061266,0.82836485,0.19557104,0.9101455,0.44223413,1.8785707,0.3986228,2.2771933,1.2542431,0.83908725,6,0
-0.9663993,-0.37249583,0.84214723,0.1487408,0.9176858,0.3856693,1.7760746,0.28749394,2.0635686,1.1840357,0.8134052,6,0
0.11374394,-1.085572,0.061554,0.9184159,0.24810079,0.95834017,0.074491695,2.0968826,2.1713743,1.2192358,0.82754964,6,0
-1.0743153,0.25706893,0.8794863,0.10030885,0.93780935,0.31671572,2.0336397,0.16639327,2.200033,1.2278237,0.83215487,6,0
0.095168486,0.9237969,0.051727057,0.9315182,0.22743583,0.9651519,0.060784094,1.7849188,1.8457029,1.0941639,0.80530006,6,0
-0.53697264,-1.0295463,0.23609488,0.76783097,0.48589596,0.8762596,0.52443445,1.8277965,2.352231,1.2789626,0.8464547,6,0
-1.1738487,0.21640983,0.9134948,0.05382483,0.95576924,0.2320018,2.2914155,0.100658044,2.3920736,1.2882646,0.85583174,8,0
-0.2361439,1.0566864,0.08729631,0.88650286,0.29545948,0.9415428,0.14306025,2.0030892,2.1461496,1.1938076,0.8491011,8,0
-0.9650434,0.72471154,0.64567447,0.37570286,0.80353874,0.61294603,1.5769833,0.9009096,2.4778929,1.2930853,0.8976766,8,0
0.06535946,1.0127364,0.018608127,0.98865116,0.1364116,0.99430937,0.022879986,2.0142865,2.0371666,1.1171621,0.8883216,8,0
-0.11851394,-1.1915877,0.04162272,0.9996209,0.20401648,0.99981046,0.055668272,2.4195018,2.4751701,1.3099226,0.87136275,8,0
0.024966711,1.0131645,0.016223574,0.98105764,0.12737179,0.9904835,0.01684691,2.0075603,2.0244071,1.1298134,0.8648287,8,0
-0.6364455,-0.9286737,0.33180505,0.65739834,0.5760252,0.810801,0.7368679,1.5198331,2.256701,1.221437,0.87452435,8,0
0.47906113,-0.9715557,0.21195403,0.7545741,0.46038464,0.86866224,0.44145364,1.6984948,2.1399484,1.1887233,0.85257566,10,0
0.10813721,-1.0280954,0.0215902,1.0025015,0.14693604,1.0012499,0.033283856,2.0594816,2.0927653,1.1538596,0.87256706,10,0
-0.41807285,-1.2075865,0.11983449,0.8662892,0.3461712,0.93074656,0.29461938,2.3245544,2.619174,1.3580945,0.8802006,10,0
-0.06441207,-1.2715286,0.02809034,0.95238286,0.16760173,0.97590107,0.032239255,2.5691679,2.601407,1.3566248,0.87233937,10,0
0.9311625,0.59588194,0.70421636,0.29847497,0.839176,0.5463286,1.57128,0.6535502,2.2248302,1.1970961,0.8898265,10,0
-1.0326885,-0.2459577,0.9532914,0.060960416,0.97636646,0.24690163,2.0197368,0.121455595,2.1411924,1.1695011,0.87946564,10,0
0.6749685,-0.88481563,0.37063402,0.6308737,0.6087972,0.7942756,0.8262165,1.4137723,2.2399888,1.2195241,0.86761165,10,0
1.0058374,-0.37542945,0.79404926,0.13821997,0.89109445,0.37177947,1.8057582,0.27916723,2.0849257,1.1823175,0.8288852,10,0
0.010501178,1.167109,0.010845412,0.98014104,0.1041413,0.99002075,0.010955686,2.3422844,2.35324,1.2536207,0.8841239,10,0
0.32199842,-0.89546233,0.12097307,0.8760765,0.34781185,0.9359896,0.22465605,1.6779292,1.9025854,1.056994,0.8861991,10,0
0.8941448,0.6651846,0.5920675,0.3336349,0.7694592,0.5776114,1.3915625,0.7761055,2.1676679,1.2087066,0.8406523,12,0
0.5362532,0.79870003,0.3114786,0.6779604,0.55810267,0.8233835,0.5990461,1.3158822,1.9149283,1.0834043,0.86090845,12,0
0.529054,0.8871435,0.2648041,0.7221068,0.5145912,0.8497687,0.54470223,1.5091304,2.0538325,1.1169984,0.897857,12,0
-0.4624056,0.73583686,0.28404856,0.68924725,0.5329621,0.83020914,0.49786747,1.2307032,1.7285707,0.99992985,0.8536457,12,0
0.39104027,-1.0409832,0.1276797,0.8667906,0.35732296,0.9310159,0.28059217,1.9504366,2.2310288,1.22806,0.8502337,12,0
0.84518206,-0.48685402,0.73135114,0.25482666,0.8551907,0.5048036,1.4456838,0.49185348,1.9375374,1.0828929,0.87457436,12,0
0.63752544,-0.5387787,0.51793766,0.37873787,0.7196789,0.6154168,0.92437637,0.6690204,1.5933967,0.9738196,0.80316377,12,0
-1.1136049,-0.41454697,0.8258664,0.13107382,0.90877193,0.36204118,2.0659823,0.302923,2.3689053,1.2680464,0.87233233,12,0
0.7006464,-0.8435622,0.3975554,0.5668029,0.6305199,0.75286317,0.8884608,1.2784002,2.166861,1.1837592,0.87497145,12,0
0.24843001,-0.90662146,0.07060353,0.939034,0.26571324,0.96903765,0.132321,1.7609963,1.8933175,1.0393467,0.90170723,12,0
0.24375606,-1.0186939,0.057889123,0.93195,0.24060158,0.96537554,0.11730613,1.9696872,2.0869935,1.138339,0.8894816,12,0
-0.23016793,-0.9770414,0.061990917,0.92829514,0.24897975,0.9634807,0.114968196,1.882905,1.9978733,1.0889845,0.9011027,14,0
-0.1350385,1.1140943,0.021762474,0.95702285,0.1475211,0.9782754,0.03999787,2.1982288,2.238227,1.2181796,0.8684844,14,0
-0.42609534,0.9980731,0.15811177,0.85911775,0.3976327,0.926886,0.339669,1.8552678,2.1949368,1.1804094,0.8953046,14,0
-0.6019272,-0.8419747,0.3357647,0.6415876,0.5794521,0.80099165,0.698081,1.3505089,2.0485902,1.1431123,0.8613271,14,0
0.8614703,0.6383352,0.65561515,0.36140555,0.80970067,0.6011701,1.3977461,0.76887745,2.1666236,1.1679437,0.895841,14,0
-0.15201992,-1.1259345,0.02054137,0.9751487,0.1433226,0.98749614,0.043651428,2.2428772,2.2865286,1.2210827,0.89190006,16,0
0.9169159,0.044560097,0.9612551,0.004551512,0.98043615,0.067464896,1.8019898,0.0065371147,1.8085269,1.0100844,0.887838,16,0
0.88395464,0.401956,0.83998895,0.17376097,0.9165091,0.41684645,1.6213648,0.3353296,1.9566944,1.0770334,0.8925768,16,0
-0.273136,0.99412465,0.073717564,0.9588247,0.2715098,0.97919595,0.14832082,1.9471084,2.0954294,1.1218591,0.91480124,16,0
0.7209896,-0.8637375,0.39981246,0.577417,0.63230723,0.7598796,0.9196386,1.3234594,2.243098,1.2084152,0.8847773,16,0
-1.0901586,0.5658644,0.7515582,0.2044807,0.8669246,0.4521954,1.9400041,0.5246832,2.4646873,1.318715,0.8518674,16,0
-0.9736811,-0.2326124,0.86342394,0.08385317,0.9292061,0.28957412,1.8114786,0.1379617,1.9494405,1.0875336,0.8756205,16,0
0.88185495,-0.56400394,0.66877735,0.27617115,0.81778806,0.5255199,1.4464455,0.5942716,2.0407171,1.1388621,0.86238635,16,0
0.1997233,1.0951493,0.039978184,0.9906167,0.19994545,0.99529725,0.07986759,2.1899686,2.269836,1.187516,0.9271686,18,0
0.19114177,1.0997406,0.031456828,0.9699676,0.17736073,0.98486936,0.06799201,2.179397,2.247389,1.2004268,0.8979782,18,0
-1.0463145,0.1972759,0.86856097,0.056615382,0.9319662,0.23793986,1.9633353,0.09553317,2.0588684,1.12798,0.88686496,18,0
0.5762861,0.84860235,0.3154509,0.67835855,0.56165016,0.82362527,0.64755654,1.3984845,2.046041,1.1160514,0.8946901,18,0
-0.36703998,1.1297445,0.09631264,0.8857308,0.3103428,0.9411327,0.23103097,2.1620536,2.3930845,1.2579858,0.900309,18,0
-0.8968506,-0.48811743,0.77260023,0.23020832,0.8789768,0.47980028,1.5769411,0.468467,2.045408,1.0962424,0.91850996,18,0
-0.5209636,0.90362334,0.24075411,0.7214165,0.49066702,0.8493624,0.5121572,1.5379517,2.050109,1.1417185,0.8640531,20,0
-0.07468738,-1.0560377,0.012568688,0.97424215,0.11211016,0.98703706,0.018146893,2.0894578,2.1076045,1.1584579,0.8749743,20,0
1.1077564,-0.13713917,0.96670616,0.017607547,0.9832122,0.13269344,2.1938307,0.036414698,2.2302454,1.2123383,0.8720556,20,0
-0.640987,-0.8390429,0.3899328,0.66924775,0.624446,0.81807566,0.80079716,1.3732407,2.174038,1.1296898,0.9475435,20,0
1.1521337,-0.24665128,0.9555838,0.054497905,0.97753966,0.23344786,2.2829957,0.115334764,2.3983307,1.2459834,0.9197043,20,0
-0.5390104,-0.8329835,0.2942597,0.6998081,0.5424571,0.83654535,0.5847919,1.3936696,1.9784615,1.0732286,0.90919846,20,0
0.5117852,-0.79016346,0.28423184,0.66495645,0.533134,0.81544864,0.546156,1.2893149,1.8354709,1.0531282,0.85228616,20,0
-0.34362167,1.056075,0.09613908,0.87058747,0.31006303,0.9330528,0.21421492,1.9858817,2.2000966,1.20258,0.86827314,22,0
0.88316655,0.8657026,0.51704335,0.49844715,0.71905726,0.7060079,1.2970264,1.2478882,2.5449147,1.3182008,0.89847726,22,0
0.9926903,-0.48503298,0.83751,0.2061616,0.9151557,0.4540502,1.8229442,0.4414186,2.2643628,1.2048007,0.9015641,22,0
0.8471788,0.8274178,0.5170295,0.48917788,0.71904767,0.6994125,1.2347413,1.173798,2.4085393,1.2578986,0.9089723,24,0
0.36419892,1.0778267,0.112511486,0.8621435,0.3354273,0.92851686,0.24515234,2.0238538,2.2690063,1.24261,0.8514262,24,0
0.66342276,0.7628131,0.45093685,0.5916451,0.6715183,0.7691847,0.8910667,1.173529,2.0645955,1.096306,0.9288212,24,0
-0.38036698,-0.9120445,0.14507444,0.82822955,0.38088638,0.9100712,0.2897535,1.6600548,1.9498082,1.072841,0.8937676,24,0
0.31944358,1.0772057,0.08899486,0.8939039,0.29832006,0.9454649,0.19103907,2.054276,2.245315,1.1949916,0.90405214,24,0
-0.05311082,1.1481035,0.0020562755,0.9620888,0.045346174,0.98086125,0.0048770346,2.2802303,2.2851071,1.2220967,0.88971174,26,0
-1.0124029,0.24249442,0.9481932,0.055894673,0.97375214,0.23642054,1.9731528,0.11469822,2.087851,1.1356719,0.8933648,26,0
-1.0050002,0.1123966,0.983058,0.0137747405,0.9914928,0.11736584,1.9930835,0.026407734,2.0194912,1.1170372,0.8784754,26,0
1.0665268,-0.6114741,0.64090157,0.22536595,0.8005633,0.47472724,1.7783808,0.5992666,2.3776474,1.2946944,0.8375045,26,0
-0.56373996,1.146071,0.18367901,0.7595642,0.4285779,0.8715298,0.5014818,2.0730426,2.5745246,1.3472493,0.8714608,26,0
1.0879223,-0.5094887,0.84991026,0.19356659,0.92190576,0.43996203,2.0334852,0.45314533,2.4866304,1.2844985,0.91471004,28,0
0.29396898,-0.96088713,0.08176678,0.87408996,0.2859489,0.93492776,0.16818455,1.7973942,1.9655787,1.09431,0.87639284,28,0
0.68636036,0.9764743,0.33588064,0.6801815,0.5795521,0.8247312,0.80697113,1.6336837,2.4406548,1.2738543,0.9044059,28,0
-0.96409297,0.6084695,0.6907024,0.27921122,0.8310851,0.5284044,1.6201777,0.64944637,2.269624,1.2297604,0.87023765,28,0
0.6602955,-0.9523921,0.30116627,0.5933544,0.54878616,0.770295,0.7371564,1.5004052,2.2375615,1.2354496,0.84334224,28,0
-0.5775881,0.93137527,0.27969217,0.72699606,0.5288593,0.8526406,0.61330014,1.594456,2.207756,1.1645823,0.92276996,28,0
0.52404726,0.70002496,0.34881434,0.6226238,0.5906051,0.7890651,0.62343985,1.1126587,1.7360985,0.9677548,0.8941752,28,0
-1.0898408,0.14395382,0.93733466,0.018354172,0.96816045,0.13547757,2.1250877,0.039076876,2.1641645,1.1779904,0.8811942,28,0
-1.040443,-0.05131708,0.87521183,0.050073948,0.93552756,0.2237721,1.9577334,0.05270739,2.0104408,1.1440512,0.8376083,28,0
-0.99309826,0.37769055,0.85155225,0.12952024,0.9227959,0.3598892,1.8377964,0.27217036,2.1099668,1.1732047,0.85647976,28,0
-0.73996806,1.0201666,0.3265248,0.59134775,0.5714235,0.7689914,0.87407756,1.6320877,2.5061655,1.3439935,0.8365684,28,0
0.7068961,-0.80603874,0.43502638,0.56526554,0.65956527,0.7518414,0.9347285,1.214964,2.1496925,1.173538,0.87892056,30,0
-0.5378783,-0.8805844,0.27082965,0.6943702,0.520413,0.8332888,0.5601427,1.469799,2.0299418,1.1285127,0.86971307,30,0
0.83153546,0.5055437,0.71743214,0.27003956,0.84701365,0.5196533,1.4088833,0.525614,1.9344974,1.0495552,0.91265064,30,0
-1.0605841,-0.33855128,0.91897994,0.09828682,0.95863444,0.3135073,2.0438185,0.21290378,2.2567222,1.2088361,0.89187306,30,0
0.8595545,-0.71319354,0.57822156,0.39661896,0.7604088,0.6297769,1.3170556,0.90526396,2.2223194,1.2098742,0.87093276,30,1
1.0141754,0.1357352,0.9102261,0.034094896,0.9540577,0.18464804,1.9387779,0.05251894,1.9912968,1.1149795,0.8649379,30,1
0.01614647,0.017625334,0.49869475,0.51337934,0.70618325,0.71650493,0.49895543,0.51369,1.0126454,0.88899636,0.47151974,-20,1
-0.08083519,0.047444075,0.48608518,0.50339174,0.6971981,0.709501,0.4926195,0.50564265,0.99826217,0.88800365,0.4579429,-20,1
